,brand,Reg. No.,Engine,Brakes,Tyres,clutch,Body,price
19698,1,XY-39C-19698,3.4,8.6,9,1.4,8.6,30582
19699,1,XZ-40D-19699,3.2,3.2,7.2,1.4,5.6,20038
19700,1,XX-41E-19700,8.6,1.6,4,9.2,1,22936
19701,1,XY-42F-19701,4.2,3,6.6,2.2,8.8,26757
19702,1,XZ-43G-19702,7.2,3.6,5.4,4.2,6.6,29608
19703,1,XX-44H-19703,10,4,1.4,7.2,8.8,28197
19704,1,XY-45I-19704,7.4,9.8,1.6,8.2,7.6,37050
19705,1,XZ-46J-19705,7.2,2.2,4.4,3.2,5.8,19469
19706,1,XX-47K-19706,2.4,3.8,5,7,7,22463
19707,1,XY-48L-19707,9.6,3.6,6.4,2.2,7.8,25577
19708,1,XZ-49M-19708,2,2.2,2.4,1,1,8141
19709,1,XX-50N-19709,8,2.4,7,5.2,1.8,22431
19710,1,XY-51O-19710,1.4,2.4,6.8,1.2,1.2,11639
19711,1,XZ-52P-19711,8.4,1.4,1.8,8.8,5.6,28551
19712,1,XX-53Q-19712,1,8.2,6.8,4.8,5.8,25706
19713,1,XY-54R-19713,2.6,1.8,8.8,10,9,33465
19714,1,XZ-55S-19714,7.4,7.4,5.6,7,5.4,32957
19715,1,XX-56T-19715,9.2,4,7.2,5.6,3,26216
19716,1,XY-57U-19716,7,4.4,3.2,1,3.4,20345
19717,1,XZ-58V-19717,5.6,3.6,9,4.2,1,20318
19718,1,XX-59W-19718,5.2,5.4,2.4,5,5,20302
19719,1,XY-60X-19719,6.2,7.2,9,9.6,1,32337
19720,1,XZ-61Y-19720,7.2,10,9.2,2.2,7.4,30816
19721,1,XX-62Z-19721,10,8.8,6.2,8.8,1.6,30855
19722,1,XY-63A-19722,1.2,2.6,8.6,6.2,4.6,23743
19723,1,XZ-64B-19723,9,6.4,4.6,9.6,6.6,36200
19724,1,XX-65C-19724,8.2,3.8,7.4,8,4,33595
19725,1,XY-66D-19725,1.4,8,1,5.2,7.6,20667
19726,1,XZ-67E-19726,8.4,9.8,1.6,7.4,4.2,29591
19727,1,XX-68F-19727,7.4,7.6,8.6,4,2.6,31387
19728,1,XY-69G-19728,2.2,1.2,6.2,4.2,3.6,15119
19729,1,XZ-70H-19729,8.8,4.2,5.2,4,2,23663
19730,1,XX-71I-19730,6.2,9.2,6.4,6.2,4.8,31993
19731,1,XY-72J-19731,2.8,2.4,2.6,2.8,3.8,12970
19732,1,XZ-73K-19732,5.2,3,9.6,4.8,9.2,29758
19733,1,XX-74L-19733,6.6,3.2,4.4,9.4,9,35759
19734,1,XY-75M-19734,3.2,5.4,4.4,9.8,3.6,24270
19735,1,XZ-76N-19735,4.8,8.4,7.8,3.4,8.6,29575
19736,1,XX-77O-19736,5.4,9,6.4,4.4,4.6,30488
19737,1,XY-78P-19737,6,3.8,7.8,3.6,4.4,25393
19738,1,XZ-79Q-19738,6,5.6,1.8,10,2.4,26148
19739,1,XX-80R-19739,4,4.8,1.4,9,4.4,23041
19740,1,XY-81S-19740,6,7.2,5.4,6.6,3.8,25555
19741,1,XZ-82T-19741,9,4.8,9,7.2,1.2,27952
19742,1,XX-83U-19742,1.6,7.4,3.4,4,5.8,24051
19743,1,XY-84V-19743,1.2,7.8,9.2,7.8,6.2,33910
19744,1,XZ-85W-19744,2.6,6.2,5,2.2,1,17612
19745,1,XX-86X-19745,8.4,3.4,8.2,2,4,24799
19746,1,XY-87Y-19746,5,2.8,1.4,4.6,7,18984
19747,1,XZ-88Z-19747,8.6,6,9.8,5,10,41882
19748,1,XX-89A-19748,1.2,6.8,9.8,9.4,7.2,32130
19749,1,XY-90B-19749,7.2,9.6,8,9.4,9.6,42473
19750,1,XZ-91C-19750,4,3.2,7,6.4,6.8,25509
19751,1,XX-92D-19751,8.4,2.4,2.2,9.4,9.8,28722
19752,1,XY-93E-19752,5,10,9.6,10,6.8,41561
19753,1,XZ-94F-19753,8.8,5,3.6,5.6,1.8,25462
19754,1,XX-95G-19754,1,7.6,7.6,6.2,6.2,29655
19755,1,XY-96H-19755,8.8,9.2,2.4,2.6,1.6,22999
19756,1,XZ-97I-19756,4.2,1,7.2,9.8,10,33011
19757,1,XX-98J-19757,4,7.8,6.2,10,7.2,30015
19758,1,XY-99K-19758,6.4,8,6.8,5.8,3.2,27111
19759,1,XZ-11A-19759,10,6.4,2.2,6,5.4,30171
19760,1,XX-12B-19760,4.6,1.2,4,5,2.6,15803
19761,1,XY-13C-19761,9.2,3.4,1.4,9.6,7.8,34509
19762,1,XZ-14D-19762,2.2,6.6,6.4,9.6,8.6,35414
19763,1,XX-15E-19763,4.8,5.4,10,6,7.8,32062
19764,1,XY-16F-19764,4.4,5.6,3.6,5.8,2.6,19545
19765,1,XZ-17G-19765,1.2,7.4,4.8,5.6,3.4,23112
19766,1,XX-18H-19766,2,6.8,7.4,6.6,3,25653
19767,1,XY-19I-19767,8.4,5.8,9.2,5.4,9.6,39402
19768,1,XZ-20J-19768,6.8,10,8.4,2.4,1.8,26516
19769,1,XX-21K-19769,7,1,6.2,7.4,8.2,30399
19770,1,XY-22L-19770,9.2,8,7.6,2.2,6.6,35606
19771,1,XZ-23M-19771,6.6,8.8,1.6,8.8,8.8,31154
19772,1,XX-24N-19772,7.6,7.4,1.8,3.8,2.2,21302
19773,1,XY-25O-19773,2.8,4.6,2.4,6.8,8.8,22687
19774,1,XZ-26P-19774,1,4.2,9.8,6,5.8,26133
19775,1,XX-27Q-19775,1.2,5.4,4,8.8,3,24053
19776,1,XY-28R-19776,2,5.4,9.6,8.8,6.8,29040
19777,1,XZ-29S-19777,3.6,7,6.2,7.6,6.2,29746
19778,1,XX-30T-19778,6,6.4,2.6,5,4.2,22080
19779,1,XY-31U-19779,10,1,3.4,1.4,9.6,25530
19780,1,XZ-32V-19780,9.4,2.8,7.6,6.2,6.6,33911
19781,1,XX-33W-19781,4.4,8.6,5,2.6,7,26731
19782,1,XY-34X-19782,7,1.2,6,3.2,2,17508
19783,1,XZ-35Y-19783,8,2,3,5.8,6.2,26380
19784,1,XX-36Z-19784,7.2,1.8,3.2,7,3.2,23059
19785,1,XY-37A-19785,2.4,7.4,1.6,9.6,8,28809
19786,1,XZ-38B-19786,5.8,9.4,2.4,6.2,10,35950
19787,1,XX-39C-19787,7.6,1.4,6.8,7.6,1.4,25328
19788,1,XY-40D-19788,8.6,7.6,1.6,8.2,9.4,38671
19789,1,XZ-41E-19789,7.2,4,5,4.4,7.8,29772
19790,1,XX-42F-19790,5.8,4,10,7.4,2,27509
19791,1,XY-43G-19791,5.8,3.4,2.4,8,8.4,27210
19792,1,XZ-44H-19792,8,7.6,6,9,8.6,39729
19793,1,XX-45I-19793,10,5.2,8.2,6.2,4.4,32174
19794,1,XY-46J-19794,9.8,7,6.2,3.2,2.8,29905
19795,1,XZ-47K-19795,2.4,5.2,6.6,1.8,3.8,20869
19796,1,XX-48L-19796,5.8,10,6.8,1.2,3.8,27178
19797,1,XY-49M-19797,3.2,7,4.4,10,3,26714
19798,1,XZ-50N-19798,1,8.4,6.8,4.8,4.2,26825
19799,1,XX-51O-19799,7.2,6.2,10,5,9,32037
19800,1,XY-52P-19800,8.8,6.6,9.8,9.8,2.2,35303
19801,1,XZ-53Q-19801,2.8,3.4,1.8,3.6,9.2,20320
19802,1,XX-54R-19802,4,7.4,8.8,2,7.2,31376
19803,1,XY-55S-19803,9.6,7.2,9.8,1.4,4.6,35593
19804,1,XZ-56T-19804,8.8,5.8,1.2,6.2,4.4,25735
19805,1,XX-57U-19805,8.2,2.2,4.6,10,1.4,28150
19806,1,XY-58V-19806,6.2,9,10,6.2,6.8,34510
19807,1,XZ-59W-19807,5.8,8.4,10,8.8,5.6,40291
19808,1,XX-60X-19808,2.8,3.6,1,6.8,3.6,19397
19809,1,XY-61Y-19809,1,4.4,8.8,9,4.6,28017
19810,1,XZ-62Z-19810,5.2,8,5.4,6.8,1.2,24477
19811,1,XX-63A-19811,2,8.2,7.6,1.6,2,21721
19812,1,XY-64B-19812,9.2,9.4,9.2,9.6,7,40218
19813,1,XZ-65C-19813,6.4,5,8.2,4.6,5.4,25320
19814,1,XX-66D-19814,5.8,6,6,4.2,8.4,33273
19815,1,XY-67E-19815,4.2,1.4,1.8,3.4,3.4,14004
19816,1,XZ-68F-19816,7.6,6.8,3.8,3.6,8.2,29064
19817,1,XX-69G-19817,9.4,8.6,8.6,6.2,6.2,36847
19818,1,XY-70H-19818,9.4,2,6.2,1.2,5.4,25877
19819,1,XZ-71I-19819,1.2,7.2,5.6,1.8,9.2,24978
19820,1,XX-72J-19820,6.6,8.8,4.2,1,6.8,29619
19821,1,XY-73K-19821,7.6,9.4,1,7.6,6.2,34385
19822,1,XZ-74L-19822,4,8.2,5.6,1,6.6,26345
19823,1,XX-75M-19823,1,3.6,4.8,2.8,1.4,13212
19824,1,XY-76N-19824,8.8,1.6,3.8,9.4,7,29700
19825,1,XZ-77O-19825,3.4,2.8,9,1.6,6,23210
19826,1,XX-78P-19826,4.8,2,6.6,3.8,4.6,23769
19827,1,XY-79Q-19827,5.6,6.6,4,7.6,4,27358
19828,1,XZ-80R-19828,1.4,8.4,7.8,6.4,4.6,25357
19829,1,XX-81S-19829,2.2,7.8,3,8,1.4,23757
19830,1,XY-82T-19830,5,1.4,7.4,10,7.2,28145
19831,1,XZ-83U-19831,8.6,8.6,9,7.4,3.6,36631
19832,1,XX-84V-19832,9.8,9,8.4,9.2,7,41551
19833,1,XY-85W-19833,6.6,7,6,8.4,7.4,31810
19834,1,XZ-86X-19834,6,4.4,8,7,2.4,24889
19835,1,XX-87Y-19835,7,6.2,2.2,2.8,10,28733
19836,1,XY-88Z-19836,2.4,9.8,2,2.4,1.8,16175
19837,1,XZ-89A-19837,7.4,5.4,1.4,3.8,8.2,25548
19838,1,XX-90B-19838,5,9.6,2.6,9.4,3.4,29217
19839,1,XY-91C-19839,8,7.6,3.4,6,9.6,36271
19840,1,XZ-92D-19840,1,6.6,5.4,6.6,5.6,25102
19841,1,XX-93E-19841,1,6.4,5,7.4,6.6,26202
19842,1,XY-94F-19842,7.6,9.4,1.6,7.2,1.6,24293
19843,1,XZ-95G-19843,2,4.2,7.4,9.4,3,23995
19844,1,XX-96H-19844,5.2,1.8,8.2,6,7,28834
19845,1,XY-97I-19845,7.6,2,1.2,4.4,1.2,17576
19846,1,XZ-98J-19846,1.2,1.4,3.6,9.8,6.2,22000
19847,1,XX-99K-19847,1.6,3.4,3,5.2,9.6,24455
19848,1,XY-11A-19848,5,4,7.2,8.8,9,31389
19849,1,XZ-12B-19849,3.4,8.8,5.2,3,4,25271
19850,1,XX-13C-19850,4.4,8.8,8.2,9.4,6.4,36542
19851,1,XY-14D-19851,9.8,4.4,2.2,2,3.6,21300
19852,1,XZ-15E-19852,3.4,9.6,8,8.2,9.4,33250
19853,1,XX-16F-19853,8.6,9.4,6.4,3.4,3.8,34036
19854,1,XY-17G-19854,6.4,8.4,9.6,6.8,2.4,35334
19855,1,XZ-18H-19855,8,7.2,5.2,9.6,5.2,36098
19856,1,XX-19I-19856,4.4,4,4.4,8,3.2,26210
19857,1,XY-20J-19857,4.8,4,6.6,5.8,2.4,22127
19858,1,XZ-21K-19858,8.8,8.6,7.8,9,2.6,38721
19859,1,XX-22L-19859,1.2,7.8,1,8.6,7.4,23613
19860,1,XY-23M-19860,8.2,9,8,7.4,8.8,43636
19861,1,XZ-24N-19861,2.6,1.2,10,6,8,27758
19862,1,XX-25O-19862,6.2,2.6,7.4,3.2,4,22157
19863,1,XY-26P-19863,9.4,2.6,8.2,2.6,4.2,28507
19864,1,XZ-27Q-19864,9.6,4,4.2,3,8.4,26187
19865,1,XX-28R-19865,8,3.2,2.8,10,5.8,30640
19866,1,XY-29S-19866,5.4,5.8,6.2,5.8,3,23520
19867,1,XZ-30T-19867,7.2,2.8,9.8,4.2,3,29163
19868,1,XX-31U-19868,3.2,1.2,8,8,1.8,20069
19869,1,XY-32V-19869,9.8,1.8,2.6,4.6,8.2,26150
19870,1,XZ-33W-19870,1.8,10,3.4,3.2,2.6,22814
19871,1,XX-34X-19871,5,9.8,4.2,3.8,3.4,25658
19872,1,XY-35Y-19872,3,5.4,8.8,5.6,4.2,23566
19873,1,XZ-36Z-19873,5.4,4.6,10,4.8,9.2,30777
19874,1,XX-37A-19874,3.4,2.4,7.4,2.4,8.2,22915
19875,1,XY-38B-19875,4.4,1,7.4,6,4,24578
19876,1,XZ-39C-19876,4.8,2.2,4.4,5.6,8.4,22977
19877,1,XX-40D-19877,6.8,6.2,9.4,9.4,4.8,37830
19878,1,XY-41E-19878,2.4,2.2,3.6,10,6,24585
19879,1,XZ-42F-19879,9.6,10,1.2,1,6,25615
19880,1,XX-43G-19880,1.2,3.6,5.6,5,8.2,22290
19881,1,XY-44H-19881,1.2,2,5.6,9,6,21487
19882,1,XZ-45I-19882,1.6,10,9.8,7.4,8,36645
19883,1,XX-46J-19883,4.8,9.2,8.8,7,6.8,33866
19884,1,XY-47K-19884,1,2.2,2.8,1.8,4.2,12482
19885,1,XZ-48L-19885,8,7.2,1.2,2.8,8.2,29710
19886,1,XX-49M-19886,5.4,9.8,8.8,3.8,7.6,32628
19887,1,XY-50N-19887,1,5,1,7.4,6.8,19082
19888,1,XZ-51O-19888,9.4,5.6,3.6,2.6,3.4,24497
19889,1,XX-52P-19889,8.2,2,6.4,7.2,1.8,22175
19890,1,XY-53Q-19890,8.2,4.2,2.8,6.2,5,25307
19891,1,XZ-54R-19891,8.6,10,9.6,2.6,7,33740
19892,1,XX-55S-19892,8.2,6.6,7,4,8.6,37558
19893,1,XY-56T-19893,6.4,4,4.8,5.4,5.8,22598
19894,1,XZ-57U-19894,2.8,9.8,4.4,10,8.2,31346
19895,1,XX-58V-19895,2.8,4.8,4.2,2.8,7,23064
19896,1,XY-59W-19896,4.2,7.8,4,10,6,30771
19897,1,XZ-60X-19897,1.8,1.8,4.4,1,7.4,15086
19898,1,XX-61Y-19898,6.2,8,8.2,1,3.6,24351
19899,1,XY-62Z-19899,8.2,3.6,5.2,5.8,8.4,26791
19900,1,XZ-63A-19900,9.4,5.8,2.4,8.2,9.6,38278
19901,1,XX-64B-19901,8.4,7.8,7.8,1.4,8.8,34108
19902,1,XY-65C-19902,3.4,6.2,4.6,8.8,1.4,26750
19903,1,XZ-66D-19903,8.4,8.8,1.6,4.2,2,25293
19904,1,XX-67E-19904,7,4.6,4,10,4.2,26725
19905,1,XY-68F-19905,10,3,4.8,7.8,1.4,28004
19906,1,XZ-69G-19906,8,4.8,8.8,4.2,4.6,27910
19907,1,XX-70H-19907,9.4,9,8.4,5.4,6,35725
19908,1,XY-71I-19908,5,3,6.8,2,4.8,19753
19909,1,XZ-72J-19909,7.6,4.2,9,4.4,9,36067
19910,1,XX-73K-19910,6.4,2.4,3.6,3.8,7.2,25274
19911,1,XY-74L-19911,8.6,4.4,8.6,9.2,1.2,27757
19912,1,XZ-75M-19912,1.8,8.6,10,3.4,3.4,25233
19913,1,XX-76N-19913,3.8,8.6,1.8,4.2,3,19988
19914,1,XY-77O-19914,10,5.2,9.6,1.6,3.6,29550
19915,1,XZ-78P-19915,9.8,9.6,3.6,5.4,7.2,30377
19916,1,XX-79Q-19916,9,2.8,4,7.2,2.2,23968
19917,1,XY-80R-19917,8.6,1.6,8.2,8,8,36712
19918,1,XZ-81S-19918,3.8,9,7,1.4,1.2,24208
19919,1,XX-82T-19919,3.8,7.4,2.8,7.6,3.4,22390
19920,1,XY-83U-19920,9.8,7.8,4.4,9.2,9.8,37396
19921,1,XZ-84V-19921,5.4,9.6,9.8,9.4,5,41881
19922,1,XX-85W-19922,3,3,8.2,4.2,6.2,25463
19923,1,XY-86X-19923,9.8,5.6,8.6,4.4,2.4,29599
19924,1,XZ-87Y-19924,8.8,2.2,6,2.4,3.2,20390
19925,1,XX-88Z-19925,6.2,8.4,5.4,3.6,10,36765
19926,1,XY-89A-19926,3.6,10,5.4,10,9,41101
19927,1,XZ-90B-19927,2.8,4.2,8.8,3.8,7,28140
19928,1,XX-91C-19928,7.8,2.2,6.4,3.2,5.6,26266
19929,1,XY-92D-19929,2.4,4.2,7.8,2.4,9,22139
19930,1,XZ-93E-19930,2.8,9.8,8,6.8,6.8,37534
19931,1,XX-94F-19931,3.8,5.4,8,6.2,9.4,28520
19932,1,XY-95G-19932,8.6,3.8,9.6,8.4,9.6,42232
19933,1,XZ-96H-19933,9.8,2.2,8.4,8.2,1.8,26497
19934,1,XX-97I-19934,10,6.8,7,6,4.6,30231
19935,1,XY-98J-19935,7.4,6.4,7.4,9,7.8,33440
19936,1,XZ-99K-19936,6.4,1.2,6.4,9.4,2.2,23027
19937,1,XX-11A-19937,2,9.6,4,8.8,1.8,27591
19938,1,XY-12B-19938,9.6,8.4,1.4,5.4,7.2,29600
19939,1,XZ-13C-19939,4.4,7,1.2,6.2,3,20178
19940,1,XX-14D-19940,4.2,7.2,2.2,5.4,8,25186
19941,1,XY-15E-19941,3.8,7,1,7.6,3.8,20346
19942,1,XZ-16F-19942,2.6,10,9.8,1.4,9.6,32218
19943,1,XX-17G-19943,8.4,7.8,3.4,9.6,8.6,38208
19944,1,XY-18H-19944,8,7,2.2,2.2,4.2,22071
19945,1,XZ-19I-19945,9,6,4.4,1.2,4,20954
19946,1,XX-20J-19946,5.8,7,7.4,3.4,10,29518
19947,1,XY-21K-19947,8.4,4.6,7,6,5.2,28018
19948,1,XZ-22L-19948,3.6,6.4,3,5.6,3,22980
19949,1,XX-23M-19949,8,5.2,3.4,8,4.6,31460
19950,1,XY-24N-19950,6.4,7.6,4.6,4.8,9.2,32620
19951,1,XZ-25O-19951,6,8.6,9.6,4,7.6,32234
19952,1,XX-26P-19952,9.8,5,7.8,6.6,8.4,32953
19953,1,XY-27Q-19953,7.2,1.2,4,3.4,1.4,16632
19954,1,XZ-28R-19954,3.6,2,4.8,7,3,18001
19955,1,XX-29S-19955,6,6.8,2.4,9.6,2.6,28617
19956,1,XY-30T-19956,9,2.4,9.8,8.4,1.4,26452
19957,1,XZ-31U-19957,7.6,1.4,1,5.6,4.6,20958
19958,1,XX-32V-19958,10,9.2,3.2,7.4,3,30360
19959,1,XY-33W-19959,4.4,4.6,4,8.8,8.8,27543
19960,1,XZ-34X-19960,2.4,6.8,3,2.2,2,15278
19961,1,XX-35Y-19961,9,7.4,9,8.8,2.6,32693
19962,1,XY-36Z-19962,5.8,3.2,10,5.2,2,25705
19963,1,XZ-37A-19963,4.4,7.2,7.2,2.4,7.2,29985
19964,1,XX-38B-19964,6.8,8.4,6.4,1.2,1.4,25834
19965,1,XY-39C-19965,4.2,3,7,7,7.8,30766
19966,1,XZ-40D-19966,3,1.8,2.2,9.6,4.8,18845
19967,1,XX-41E-19967,2.8,1.4,9.4,4.8,4.2,21705
19968,1,XY-42F-19968,4.2,9.6,5.4,4,6.8,27057
19969,1,XZ-43G-19969,5.6,6,8,2.2,7.2,31488
19970,1,XX-44H-19970,4.6,4.6,6.4,7,9,31742
19971,1,XY-45I-19971,6.2,2,4.6,2.8,3.8,19743
19972,1,XZ-46J-19972,5.6,7.6,3.8,6.8,3.6,24581
19973,1,XX-47K-19973,6.8,2,9.4,4.6,10,34571
19974,1,XY-48L-19974,1.4,2.2,7.8,9.2,1.2,19400
19975,1,XZ-49M-19975,2.6,4.6,4.2,2.4,3.6,18783
19976,1,XX-50N-19976,6.8,7.8,9.8,4,8.2,35469
19977,1,XY-51O-19977,2.8,6.8,9.8,1.4,1.6,19376
19978,1,XZ-52P-19978,8.8,6.4,4,1.4,1.4,20627
19979,1,XX-53Q-19979,5,9.6,8,9.6,4.6,35442
19980,1,XY-54R-19980,3.2,7.4,5.4,6.4,1.6,24540
19981,1,XZ-55S-19981,2.2,7,8.6,3.2,8.4,25819
19982,1,XX-56T-19982,6,3.2,4.4,6.4,9.6,30905
19983,1,XY-57U-19983,1.6,3.8,7.8,5.6,7.4,28668
19984,1,XZ-58V-19984,3.2,6,3,9.6,2.2,24799
19985,1,XX-59W-19985,2.4,8,1.4,5,9.8,24302
19986,1,XY-60X-19986,10,9.2,7.6,3,7.6,40508
19987,1,XZ-61Y-19987,6.6,3.8,2.4,5.4,5.2,22403
19988,1,XX-62Z-19988,7.6,1.2,9.6,8.6,5.2,34374
19989,1,XY-63A-19989,6.2,5.2,4.6,4.2,4.8,27438
19990,1,XZ-64B-19990,8,8.6,4.8,9,7.6,32323
19991,1,XX-65C-19991,5.4,4.6,4.4,5.2,4,22347
19992,1,XY-66D-19992,7,10,9,6,6.8,33958
19993,1,XZ-67E-19993,7.2,6.2,1.8,2.2,9.6,26133
19994,1,XX-68F-19994,5.6,5.4,6,8.4,6,27566
19995,1,XY-69G-19995,2.8,8.8,5,5.2,4.8,26464
19996,1,XZ-70H-19996,2.2,8.6,2.8,8.2,4.2,27615
19997,1,XX-71I-19997,2.8,1.2,9.2,7.2,4.6,21460
19998,1,XY-72J-19998,3.4,6.8,3.8,8.6,9.6,33813
19999,1,XZ-73K-19999,5.4,2.4,4.4,1.4,6,19382
20000,1,XX-74L-20000,9,7.8,7.4,3.6,6,32005
20001,1,XY-75M-20001,7.8,7.8,8.2,2.6,7.4,31873
20002,1,XZ-76N-20002,5.4,1.4,8.8,6,8.6,30073
20003,1,XX-77O-20003,5.6,2.2,8.8,3.2,2,23716
20004,1,XY-78P-20004,7.6,2.8,6.4,2.2,3.6,21746
20005,1,XZ-79Q-20005,6.4,2.8,3.8,6.2,1.2,20302
20006,1,XX-80R-20006,8.4,9.6,6.8,8.6,2.6,33203
20007,1,XY-81S-20007,2,7.2,4.2,5.4,7.8,25634
20008,1,XZ-82T-20008,5.8,9,1.2,10,5,31744
20009,1,XX-83U-20009,7.8,9.2,6.6,9,9.6,39782
20010,1,XY-84V-20010,5.6,5.2,4,6,9,25893
20011,1,XZ-85W-20011,8.4,9,6.6,1.8,5,28786
20012,1,XX-86X-20012,5.6,3.8,3.4,3.8,8.2,24078
20013,1,XY-87Y-20013,5.6,3.2,2.4,6.4,7.4,23125
20014,1,XZ-88Z-20014,2.4,1.4,5.8,3.6,5.2,18135
20015,1,XX-89A-20015,8.2,1,4.2,5.4,2.8,23635
20016,1,XY-90B-20016,4.8,9.6,7.8,2.4,9,30384
20017,1,XZ-91C-20017,8,9,5,4.4,6.8,28399
20018,1,XX-92D-20018,4.2,1.4,7.2,8.6,7,25239
20019,1,XY-93E-20019,5.6,5,2,4.2,7.4,23213
20020,1,XZ-94F-20020,6.4,1.6,6.2,8,2,22407
20021,1,XX-95G-20021,3.2,4.2,6.8,5,1.8,20080
20022,1,XY-96H-20022,8,7,4.2,2.8,6,25446
20023,1,XZ-97I-20023,7.2,9.2,6.8,4.6,1.2,26190
20024,1,XX-98J-20024,2.6,4.2,10,8,7,29825
20025,1,XY-99K-20025,8.4,4,1.4,4.4,5.4,21703
20026,1,XZ-11A-20026,5.6,7.6,5.6,7.6,5.6,34813
20027,1,XX-12B-20027,5.6,6.4,7,1,4.4,22343
20028,1,XY-13C-20028,6.8,6.4,4.4,1.4,9.8,28074
20029,1,XZ-14D-20029,3.2,2.4,6.4,10,5.4,23652
20030,1,XX-15E-20030,5.8,2,4.4,6.6,10,31522
20031,1,XY-16F-20031,9.6,3.4,7,6.2,9.4,32546
20032,1,XZ-17G-20032,10,7.4,5.2,1.6,1.6,28014
20033,1,XX-18H-20033,1.4,7.6,4,4.6,6.2,23322
20034,1,XY-19I-20034,6.8,4.2,3.8,6.4,8,30575
20035,1,XZ-20J-20035,8.6,1.6,4.8,5.8,3,22036
20036,1,XX-21K-20036,5.8,9.6,9,8.2,4.6,34868
20037,1,XY-22L-20037,2.6,5.4,7.8,2,9,28947
20038,1,XZ-23M-20038,8.8,2,8.2,4,9.6,31915
20039,1,XX-24N-20039,7.8,4.6,4.8,3.4,9.2,28754
20040,1,XY-25O-20040,4,3.4,7.2,5.6,1.8,24099
20041,1,XZ-26P-20041,7,9.8,1.8,6.2,5.8,28893
20042,1,XX-27Q-20042,5,5.4,2,3.6,7.2,24209
20043,1,XY-28R-20043,5,9.4,5,4.6,8.2,28162
20044,1,XZ-29S-20044,1,4,3.8,7.6,3.8,19903
20045,1,XX-30T-20045,5.8,5.6,6.4,9.2,6,32099
20046,1,XY-31U-20046,9,9.6,3.4,2.8,1.6,24452
20047,1,XZ-32V-20047,8.4,3.4,4.8,8,7,27505
20048,1,XX-33W-20048,9,1.2,1.8,5.8,5,21234
20049,1,XY-34X-20049,4.6,2.2,2,4.6,2.2,15141
20050,1,XZ-35Y-20050,4.2,8,4.2,2.6,1,20984
20051,1,XX-36Z-20051,4.6,4.2,9.4,5.2,1.8,21594
20052,1,XY-37A-20052,9.8,4.8,1.2,2.4,3.2,21715
20053,1,XZ-38B-20053,7,4.8,4.6,9.4,8.2,34887
20054,1,XX-39C-20054,5.2,6.2,3.8,1.8,9.4,25378
20055,1,XY-40D-20055,6,3.2,2.8,1.4,1.2,15432
20056,1,XZ-41E-20056,3,5.4,3.8,9.6,4.6,23367
20057,1,XX-42F-20057,9.2,2,7.4,3.4,9.8,34433
20058,1,XY-43G-20058,3.6,6,3,3,2,16180
20059,1,XZ-44H-20059,5.2,8.6,6.4,3.2,5.2,26258
20060,1,XX-45I-20060,1.8,7.4,4.8,7.4,9.8,31069
20061,1,XY-46J-20061,10,8,3.6,6.6,3.2,31720
20062,1,XZ-47K-20062,8.2,3.8,4.6,1,7.8,26071
20063,1,XX-48L-20063,9.4,8,5.8,1,1.6,24577
20064,1,XY-49M-20064,8.8,5.2,3.2,9.4,6.4,35138
20065,1,XZ-50N-20065,2.8,7.6,6.6,1.6,9.6,28919
20066,1,XX-51O-20066,3.4,8.2,7.4,4.8,9.6,32378
20067,1,XY-52P-20067,7,2.4,4.4,1,2.4,15059
20068,1,XZ-53Q-20068,1.2,5,9.2,1,1.8,15508
20069,1,XX-54R-20069,6.6,2.4,2.6,5,8.2,25432
20070,1,XY-55S-20070,7.4,8.6,5.4,4.4,7.8,35263
20071,1,XZ-56T-20071,5.4,2.4,1.4,9.6,5,20930
20072,1,XX-57U-20072,6.8,8,7.8,5.2,6.6,36619
20073,1,XY-58V-20073,8.2,2.4,4.8,8,6,30441
20074,1,XZ-59W-20074,9.2,5,9.4,6.2,2.2,34861
20075,1,XX-60X-20075,1.4,9.6,1.6,1.6,6.8,22266
20076,1,XY-61Y-20076,6.6,3.2,7.4,5,9.8,28803
20077,1,XZ-62Z-20077,1.8,2.2,2.4,8.4,9.8,25537
20078,1,XX-63A-20078,7.8,8.2,8.6,2.6,2.4,29041
20079,1,XY-64B-20079,5.8,2,7.8,3.6,1,20176
20080,1,XZ-65C-20080,10,6.8,1.4,2.2,2.6,21944
20081,1,XX-66D-20081,1.8,8.2,8.6,1,7.4,27486
20082,1,XY-67E-20082,8,9.8,6.2,5,7.8,39637
20083,1,XZ-68F-20083,4.2,8,9,2,4.4,26615
20084,1,XX-69G-20084,9.8,1,3.2,4.2,1.6,20346
20085,1,XY-70H-20085,1.8,1,7.8,8.8,2.6,20601
20086,1,XZ-71I-20086,7,6.8,4.4,9.2,4.4,27164
20087,1,XX-72J-20087,5,4.6,3.8,2.2,9.8,23929
20088,1,XY-73K-20088,6.6,3,6.2,2.8,6.4,22938
20089,1,XZ-74L-20089,2.2,8,9.6,7,4.2,33316
20090,1,XX-75M-20090,6.6,2.2,1.4,4,4.2,17175
20091,1,XY-76N-20091,5.8,5.4,3,7.6,2.8,26600
20092,1,XZ-77O-20092,2.4,5.8,2.2,7,2.4,16967
20093,1,XX-78P-20093,9,1.8,3,5.6,6.2,21814
20094,1,XY-79Q-20094,1.8,2.6,9.2,6.2,2.2,19076
20095,1,XZ-80R-20095,7,2.2,1.8,7,9.6,29281
